orders.brand,orders.country,orders.delivery_week,orders.dishbags,orders.product_type,orders.count_all_orders
dn,us,2021-12-27,6.0000,family,509
ms,au,2021-12-27,6.0000,2 person,201
ms,au,2021-12-27,2.0000,family,665
dn,nl,2021-12-27,3.0000,family,36
ms,us,2021-12-27,3.0000,family,1755
dn,au,2021-12-27,4.0000,family,888
dn,au,2021-12-27,3.0000,2 person,4198
ms,nl,2021-12-27,2.0000,family,236
ms,be,2021-12-27,5.0000,2 person,60
ms,au,2021-12-27,2.0000,2 person,1780
dn,us,2021-12-27,3.0000,2 person,10019
ms,us,2021-12-27,2.0000,family,2008
dn,us,2021-12-27,5.0000,2 person,1261
ms,dk,2021-12-27,2.0000,family,15
ms,be,2021-12-27,3.0000,2 person,929
ms,au,2021-12-27,3.0000,family,1199
dn,de,2021-12-27,3.0000,2 person,752
ms,nl,2021-12-27,5.0000,2 person,197
ms,at,2021-12-27,3.0000,family,32
ms,se,2021-12-27,6.0000,2 person,1
ms,se,2021-12-27,5.0000,2 person,10
ms,dk,2021-12-27,2.0000,2 person,7
dn,us,2021-12-27,6.0000,2 person,939
dn,de,2021-12-27,5.0000,2 person,264
ms,se,2021-12-27,3.0000,2 person,51
ms,at,2021-12-27,6.0000,2 person,28
ms,be,2021-12-27,3.0000,family,136
dn,us,2021-12-27,4.0000,2 person,2856
dn,au,2021-12-27,5.0000,family,555
ms,au,2021-12-27,3.0000,2 person,4608
ms,us,2021-12-27,4.0000,2 person,2579
ms,be,2021-12-27,4.0000,2 person,272
ms,de,2021-12-27,5.0000,2 person,351
ms,be,2021-12-27,2.0000,2 person,74
ms,us,2021-12-27,4.0000,family,744
dn,nl,2021-12-27,5.0000,2 person,39
ms,at,2021-12-27,4.0000,family,32
dn,de,2021-12-27,4.0000,2 person,280
ms,us,2021-12-27,3.0000,2 person,7940
ms,be,2021-12-27,4.0000,family,69
dn,us,2021-12-27,5.0000,family,452
ms,se,2021-12-27,3.0000,family,27
ms,de,2021-12-27,2.0000,family,350
ms,de,2021-12-27,6.0000,2 person,198
ms,nl,2021-12-27,3.0000,family,523
ms,be,2021-12-27,2.0000,family,107
ms,us,2021-12-27,6.0000,family,132
ms,nl,2021-12-27,4.0000,family,203
ms,at,2021-12-27,4.0000,2 person,89
ms,nl,2021-12-27,6.0000,2 person,74
ms,se,2021-12-27,2.0000,family,7
dn,nl,2021-12-27,3.0000,2 person,170
dn,us,2021-12-27,3.0000,family,3272
dn,de,2021-12-27,4.0000,family,61
dn,au,2021-12-27,6.0000,2 person,658
dn,de,2021-12-27,3.0000,family,186
ms,be,2021-12-20,5.0000,2 person,60
dn,au,2021-12-20,3.0000,family,2047
ms,se,2021-12-20,2.0000,family,9
ms,nl,2021-12-20,2.0000,2 person,229
dn,au,2021-12-20,6.0000,family,527
ms,se,2021-12-20,3.0000,family,36
ms,nl,2021-12-20,4.0000,2 person,797
ms,au,2021-12-20,4.0000,family,850
ms,be,2021-12-20,3.0000,family,188
ms,se,2021-12-20,5.0000,2 person,9
ms,nl,2021-12-20,3.0000,2 person,3441
dn,de,2021-12-20,5.0000,2 person,258
dn,au,2021-12-20,5.0000,2 person,1607
ms,us,2021-12-20,2.0000,family,2016
ms,us,2021-12-20,3.0000,family,1796
dn,de,2021-12-20,3.0000,family,201
dn,us,2021-12-20,5.0000,family,494
ms,se,2021-12-20,4.0000,2 person,22
ms,us,2021-12-20,4.0000,2 person,2433
dn,au,2021-12-20,6.0000,2 person,774
ms,de,2021-12-20,2.0000,family,379
ms,dk,2021-12-20,2.0000,2 person,10
ms,de,2021-12-20,6.0000,2 person,204
ms,us,2021-12-20,2.0000,2 person,4621
ms,be,2021-12-20,3.0000,2 person,1122
dn,nl,2021-12-20,5.0000,family,15
ms,de,2021-12-20,4.0000,family,407
dn,de,2021-12-20,3.0000,2 person,776
ms,de,2021-12-20,3.0000,family,432
ms,be,2021-12-20,6.0000,2 person,25
dn,nl,2021-12-20,3.0000,family,33
dn,us,2021-12-20,5.0000,2 person,1172
dn,nl,2021-12-20,4.0000,family,9
ms,dk,2021-12-20,5.0000,2 person,10
ms,us,2021-12-20,5.0000,2 person,732
ms,au,2021-12-20,6.0000,2 person,302
ms,us,2021-12-20,4.0000,family,707
ms,be,2021-12-20,4.0000,2 person,275
ms,de,2021-12-20,2.0000,2 person,452
ms,at,2021-12-20,4.0000,2 person,96
ms,au,2021-12-20,2.0000,2 person,2343
dn,us,2021-12-20,3.0000,2 person,9253
ms,nl,2021-12-20,5.0000,2 person,171
ms,dk,2021-12-20,3.0000,2 person,123
ms,dk,2021-12-20,3.0000,family,48
ms,au,2021-12-20,5.0000,2 person,1041
ms,us,2021-12-20,6.0000,family,204
dn,au,2021-12-20,4.0000,2 person,2215
ms,de,2021-12-20,5.0000,2 person,352
dn,de,2021-12-20,5.0000,family,68
ms,at,2021-12-20,2.0000,2 person,67
dn,us,2021-12-20,6.0000,2 person,945
ms,nl,2021-12-20,4.0000,family,198
dn,us,2021-12-20,4.0000,2 person,2741
ms,be,2021-12-20,2.0000,2 person,93
ms,at,2021-12-20,3.0000,2 person,366
ms,nl,2021-12-20,3.0000,family,565
ms,se,2021-12-20,6.0000,2 person,2
ms,nl,2021-12-20,6.0000,2 person,90
ms,be,2021-12-20,4.0000,family,79
dn,de,2021-12-20,4.0000,2 person,292
ms,at,2021-12-20,5.0000,2 person,58
dn,nl,2021-12-20,3.0000,2 person,200
dn,nl,2021-12-20,4.0000,2 person,74
ms,se,2021-12-20,2.0000,2 person,4
dn,au,2021-12-20,5.0000,family,633
ms,au,2021-12-20,3.0000,family,1620
dn,au,2021-12-20,4.0000,family,1134
ms,at,2021-12-20,3.0000,family,43
ms,au,2021-12-20,2.0000,family,891
ms,at,2021-12-20,6.0000,2 person,31
ms,de,2021-12-20,3.0000,2 person,2778
dn,de,2021-12-20,4.0000,family,75
dn,us,2021-12-20,3.0000,family,3223
ms,dk,2021-12-20,6.0000,2 person,2
ms,se,2021-12-20,3.0000,2 person,52
ms,at,2021-12-20,2.0000,family,35
dn,nl,2021-12-20,5.0000,2 person,28
ms,dk,2021-12-20,4.0000,family,21
ms,us,2021-12-20,3.0000,2 person,7346
ms,au,2021-12-20,3.0000,2 person,6090
ms,nl,2021-12-20,2.0000,family,297
ms,us,2021-12-20,6.0000,2 person,672
dn,au,2021-12-20,3.0000,2 person,4999
dn,us,2021-12-20,4.0000,family,993
ms,us,2021-12-20,5.0000,family,192
ms,dk,2021-12-20,2.0000,family,19
ms,be,2021-12-20,2.0000,family,117
ms,se,2021-12-20,4.0000,family,26
ms,au,2021-12-20,4.0000,2 person,2350
ms,de,2021-12-20,4.0000,2 person,927
ms,at,2021-12-20,4.0000,family,29
ms,dk,2021-12-20,4.0000,2 person,37
ms,au,2021-12-20,5.0000,family,423
dn,us,2021-12-20,6.0000,family,538
ms,be,2021-12-13,3.0000,family,271
ms,au,2021-12-13,5.0000,2 person,1589
ms,dk,2021-12-13,4.0000,2 person,71
dn,au,2021-12-13,6.0000,family,719
ms,be,2021-12-13,5.0000,2 person,93
dn,de,2021-12-13,3.0000,family,276
dn,de,2021-12-13,5.0000,family,113
ms,be,2021-12-13,2.0000,2 person,109
dn,au,2021-12-13,5.0000,family,958
ms,nl,2021-12-13,4.0000,2 person,1108
dn,us,2021-12-13,4.0000,family,1270
ms,at,2021-12-13,2.0000,2 person,72
dn,us,2021-12-13,3.0000,2 person,12295
ms,se,2021-12-13,6.0000,2 person,3
dn,us,2021-12-13,4.0000,2 person,3413
dn,au,2021-12-13,5.0000,2 person,2406
ms,se,2021-12-13,3.0000,2 person,90
ms,au,2021-12-13,6.0000,2 person,345
ms,be,2021-12-13,3.0000,2 person,1557
ms,us,2021-12-13,2.0000,family,2949
ms,dk,2021-12-13,2.0000,family,24
ms,dk,2021-12-13,2.0000,2 person,11
ms,us,2021-12-13,2.0000,2 person,6219
dn,nl,2021-12-13,3.0000,2 person,249
dn,au,2021-12-13,4.0000,2 person,3322
ms,us,2021-12-13,6.0000,2 person,607
ms,at,2021-12-13,6.0000,2 person,36
ms,au,2021-12-13,3.0000,2 person,8617
ms,at,2021-12-13,2.0000,family,50
dn,de,2021-12-13,4.0000,2 person,395
ms,au,2021-12-13,2.0000,2 person,3084
ms,us,2021-12-13,6.0000,family,154
ms,dk,2021-12-13,4.0000,family,42
ms,nl,2021-12-13,4.0000,family,316
ms,de,2021-12-13,5.0000,2 person,631
dn,de,2021-12-13,3.0000,2 person,1096
ms,nl,2021-12-13,5.0000,2 person,272
ms,de,2021-12-13,4.0000,family,619
ms,au,2021-12-13,4.0000,family,1258
ms,be,2021-12-13,4.0000,2 person,411
ms,de,2021-12-13,3.0000,2 person,4894
ms,se,2021-12-13,2.0000,2 person,8
ms,us,2021-12-13,3.0000,2 person,10017
ms,au,2021-12-13,4.0000,2 person,3520
dn,nl,2021-12-13,4.0000,family,18
ms,de,2021-12-13,4.0000,2 person,1477
ms,dk,2021-12-13,5.0000,2 person,29
dn,au,2021-12-13,3.0000,2 person,7136
ms,dk,2021-12-13,3.0000,family,84
ms,de,2021-12-13,2.0000,2 person,565
ms,nl,2021-12-13,3.0000,family,841
ms,at,2021-12-13,3.0000,2 person,541
ms,be,2021-12-13,2.0000,family,161
ms,nl,2021-12-13,3.0000,2 person,5109
dn,us,2021-12-13,5.0000,2 person,1470
ms,se,2021-12-13,4.0000,2 person,44
ms,au,2021-12-13,5.0000,family,554
ms,be,2021-12-13,6.0000,2 person,39
ms,de,2021-12-13,3.0000,family,674
dn,us,2021-12-13,6.0000,family,604
dn,us,2021-12-13,3.0000,family,4303
ms,au,2021-12-13,2.0000,family,1232
dn,au,2021-12-13,4.0000,family,1668
ms,se,2021-12-13,5.0000,2 person,22
dn,us,2021-12-13,6.0000,2 person,1039
ms,de,2021-12-13,6.0000,2 person,297
dn,nl,2021-12-13,5.0000,family,32
dn,de,2021-12-13,4.0000,family,90
ms,au,2021-12-13,3.0000,family,2319
dn,de,2021-12-13,5.0000,2 person,365
ms,us,2021-12-13,4.0000,family,798
dn,nl,2021-12-13,5.0000,2 person,52
dn,au,2021-12-13,3.0000,family,2985
ms,at,2021-12-13,4.0000,2 person,145
ms,se,2021-12-13,3.0000,family,84
dn,au,2021-12-13,6.0000,2 person,971
ms,us,2021-12-13,3.0000,family,2264
ms,dk,2021-12-13,3.0000,2 person,210
ms,nl,2021-12-13,2.0000,2 person,270
ms,us,2021-12-13,4.0000,2 person,2987
ms,se,2021-12-13,4.0000,family,52
ms,nl,2021-12-13,6.0000,2 person,96
ms,us,2021-12-13,5.0000,family,213
ms,at,2021-12-13,3.0000,family,59
ms,nl,2021-12-13,2.0000,family,383
ms,dk,2021-12-13,6.0000,2 person,2
ms,de,2021-12-13,2.0000,family,576
ms,se,2021-12-13,2.0000,family,12
dn,nl,2021-12-13,4.0000,2 person,102
ms,us,2021-12-13,5.0000,2 person,781
dn,nl,2021-12-13,3.0000,family,49
ms,at,2021-12-13,5.0000,2 person,80
dn,us,2021-12-13,5.0000,family,581
ms,at,2021-12-13,4.0000,family,53
ms,be,2021-12-13,4.0000,family,103
ms,de,2021-12-06,4.0000,2 person,1388
ms,at,2021-12-06,5.0000,2 person,65
dn,de,2021-12-06,5.0000,family,118
ms,dk,2021-12-06,3.0000,family,64
ms,nl,2021-12-06,6.0000,2 person,105
dn,au,2021-12-06,6.0000,2 person,1105
dn,de,2021-12-06,4.0000,2 person,389
ms,nl,2021-12-06,3.0000,family,869
dn,us,2021-12-06,5.0000,2 person,1626
ms,se,2021-12-06,4.0000,2 person,63
ms,be,2021-12-06,4.0000,family,121
ms,de,2021-12-06,4.0000,family,531
ms,se,2021-12-06,2.0000,family,13
dn,us,2021-12-06,3.0000,2 person,13393
ms,at,2021-12-06,3.0000,2 person,525
ms,at,2021-12-06,6.0000,2 person,32
ms,au,2021-12-06,5.0000,family,677
ms,be,2021-12-06,4.0000,2 person,440
dn,us,2021-12-06,3.0000,family,4523
ms,dk,2021-12-06,5.0000,2 person,22
ms,us,2021-12-06,2.0000,family,3224
ms,au,2021-12-06,5.0000,2 person,1937
dn,au,2021-12-06,5.0000,2 person,2849
dn,au,2021-12-06,3.0000,family,3312
ms,se,2021-12-06,2.0000,2 person,6
dn,nl,2021-12-06,3.0000,2 person,240
dn,au,2021-12-06,3.0000,2 person,7929
ms,us,2021-12-06,5.0000,2 person,854
dn,nl,2021-12-06,4.0000,family,18
ms,be,2021-12-06,5.0000,2 person,114
dn,de,2021-12-06,3.0000,family,274
ms,us,2021-12-06,4.0000,2 person,3406
ms,us,2021-12-06,2.0000,2 person,6892
ms,dk,2021-12-06,2.0000,family,32
ms,at,2021-12-06,3.0000,family,63
dn,nl,2021-12-06,5.0000,2 person,52
dn,us,2021-12-06,6.0000,family,669
ms,au,2021-12-06,3.0000,family,2735
dn,nl,2021-12-06,5.0000,family,34
ms,dk,2021-12-06,4.0000,family,42
dn,au,2021-12-06,4.0000,2 person,3746
ms,nl,2021-12-06,4.0000,2 person,1262
ms,dk,2021-12-06,4.0000,2 person,63
ms,se,2021-12-06,4.0000,family,65
ms,se,2021-12-06,6.0000,2 person,1
ms,dk,2021-12-06,2.0000,2 person,8
ms,at,2021-12-06,2.0000,family,40
ms,nl,2021-12-06,3.0000,2 person,5299
ms,us,2021-12-06,6.0000,family,203
ms,be,2021-12-06,6.0000,2 person,33
dn,us,2021-12-06,6.0000,2 person,1179
ms,nl,2021-12-06,2.0000,family,391
ms,de,2021-12-06,2.0000,2 person,560
ms,at,2021-12-06,4.0000,family,55
dn,au,2021-12-06,4.0000,family,1926
ms,de,2021-12-06,5.0000,2 person,583
ms,au,2021-12-06,2.0000,family,1404
ms,us,2021-12-06,5.0000,family,245
ms,us,2021-12-06,3.0000,2 person,11230
ms,se,2021-12-06,5.0000,2 person,20
ms,au,2021-12-06,2.0000,2 person,3451
ms,se,2021-12-06,3.0000,2 person,89
ms,dk,2021-12-06,3.0000,2 person,239
ms,au,2021-12-06,4.0000,2 person,4220
ms,be,2021-12-06,2.0000,2 person,113
dn,nl,2021-12-06,4.0000,2 person,109
ms,au,2021-12-06,6.0000,2 person,359
ms,nl,2021-12-06,2.0000,2 person,268
ms,us,2021-12-06,4.0000,family,946
dn,au,2021-12-06,5.0000,family,1079
dn,de,2021-12-06,5.0000,2 person,392
ms,be,2021-12-06,2.0000,family,160
ms,au,2021-12-06,4.0000,family,1433
ms,nl,2021-12-06,4.0000,family,354
ms,se,2021-12-06,3.0000,family,77
ms,us,2021-12-06,3.0000,family,2584
dn,nl,2021-12-06,3.0000,family,53
ms,be,2021-12-06,3.0000,family,256
dn,au,2021-12-06,6.0000,family,784
ms,de,2021-12-06,6.0000,2 person,223
dn,de,2021-12-06,4.0000,family,92
ms,nl,2021-12-06,5.0000,2 person,288
ms,at,2021-12-06,2.0000,2 person,90
dn,us,2021-12-06,5.0000,family,589
dn,de,2021-12-06,3.0000,2 person,1142
ms,us,2021-12-06,6.0000,2 person,652
ms,be,2021-12-06,3.0000,2 person,1559
dn,us,2021-12-06,4.0000,family,1425
ms,at,2021-12-06,4.0000,2 person,149
dn,us,2021-12-06,4.0000,2 person,3632
ms,de,2021-12-06,3.0000,family,627
ms,au,2021-12-06,3.0000,2 person,9890
ms,de,2021-12-06,2.0000,family,542
ms,de,2021-12-06,3.0000,2 person,4726
dn,au,2021-11-29,6.0000,family,867
ms,dk,2021-11-29,4.0000,2 person,72
ms,us,2021-11-29,6.0000,family,186
ms,se,2021-11-29,3.0000,family,79
ms,us,2021-11-29,2.0000,2 person,6766
ms,se,2021-11-29,5.0000,2 person,18
ms,se,2021-11-29,2.0000,2 person,6
ms,dk,2021-11-29,6.0000,2 person,3
dn,au,2021-11-29,4.0000,2 person,3908
ms,us,2021-11-29,3.0000,2 person,11179
dn,us,2021-11-29,6.0000,2 person,1181
dn,au,2021-11-29,3.0000,2 person,8318
ms,de,2021-11-29,2.0000,family,522
ms,us,2021-11-29,5.0000,2 person,849
dn,de,2021-11-29,4.0000,2 person,361
ms,nl,2021-11-29,4.0000,family,326
dn,de,2021-11-29,3.0000,family,297
ms,au,2021-11-29,3.0000,2 person,9990
ms,nl,2021-11-29,4.0000,2 person,1237
ms,at,2021-11-29,6.0000,2 person,36
dn,au,2021-11-29,3.0000,family,3549
dn,au,2021-11-29,4.0000,family,2049
ms,us,2021-11-29,4.0000,family,892
ms,nl,2021-11-29,6.0000,2 person,105
dn,us,2021-11-29,5.0000,2 person,1581
ms,nl,2021-11-29,2.0000,2 person,297
ms,at,2021-11-29,4.0000,family,56
dn,de,2021-11-29,3.0000,2 person,1090
ms,be,2021-11-29,2.0000,2 person,115
ms,dk,2021-11-29,3.0000,family,83
ms,de,2021-11-29,3.0000,2 person,4494
ms,be,2021-11-29,6.0000,2 person,37
ms,dk,2021-11-29,3.0000,2 person,218
ms,nl,2021-11-29,3.0000,family,915
ms,de,2021-11-29,5.0000,2 person,507
dn,nl,2021-11-29,4.0000,2 person,100
ms,us,2021-11-29,3.0000,family,2610
ms,se,2021-11-29,3.0000,2 person,93
dn,de,2021-11-29,4.0000,family,85
ms,nl,2021-11-29,5.0000,2 person,292
ms,dk,2021-11-29,4.0000,family,30
ms,de,2021-11-29,4.0000,family,485
ms,be,2021-11-29,2.0000,family,174
dn,de,2021-11-29,5.0000,2 person,393
ms,de,2021-11-29,2.0000,2 person,567
ms,au,2021-11-29,2.0000,2 person,3498
ms,de,2021-11-29,3.0000,family,606
ms,us,2021-11-29,6.0000,2 person,574
dn,us,2021-11-29,4.0000,family,1362
dn,us,2021-11-29,4.0000,2 person,3626
dn,nl,2021-11-29,5.0000,2 person,56
ms,dk,2021-11-29,5.0000,2 person,18
ms,nl,2021-11-29,3.0000,2 person,5319
ms,dk,2021-11-29,2.0000,2 person,10
ms,au,2021-11-29,3.0000,family,2885
ms,se,2021-11-29,2.0000,family,6
ms,au,2021-11-29,6.0000,2 person,366
ms,us,2021-11-29,5.0000,family,220
ms,au,2021-11-29,5.0000,2 person,2047
ms,be,2021-11-29,3.0000,2 person,1642
ms,at,2021-11-29,5.0000,2 person,72
dn,us,2021-11-29,3.0000,2 person,13534
dn,de,2021-11-29,5.0000,family,98
ms,au,2021-11-29,4.0000,family,1510
ms,at,2021-11-29,3.0000,2 person,550
ms,se,2021-11-29,4.0000,2 person,43
ms,au,2021-11-29,4.0000,2 person,4424
ms,be,2021-11-29,4.0000,family,115
ms,at,2021-11-29,4.0000,2 person,158
ms,be,2021-11-29,3.0000,family,278
dn,nl,2021-11-29,5.0000,family,31
dn,au,2021-11-29,5.0000,2 person,2994
ms,de,2021-11-29,6.0000,2 person,205
ms,de,2021-11-29,4.0000,2 person,1279
dn,nl,2021-11-29,3.0000,family,42
dn,us,2021-11-29,3.0000,family,4608
dn,au,2021-11-29,6.0000,2 person,1166
ms,au,2021-11-29,5.0000,family,733
ms,at,2021-11-29,2.0000,family,43
ms,at,2021-11-29,2.0000,2 person,76
ms,nl,2021-11-29,2.0000,family,403
dn,au,2021-11-29,5.0000,family,1182
ms,se,2021-11-29,4.0000,family,59
ms,au,2021-11-29,2.0000,family,1440
dn,us,2021-11-29,6.0000,family,711
dn,us,2021-11-29,5.0000,family,585
ms,be,2021-11-29,5.0000,2 person,99
dn,nl,2021-11-29,3.0000,2 person,242
ms,dk,2021-11-29,2.0000,family,27
ms,us,2021-11-29,2.0000,family,3106
ms,us,2021-11-29,4.0000,2 person,3219
ms,be,2021-11-29,4.0000,2 person,457
ms,at,2021-11-29,3.0000,family,63
dn,nl,2021-11-29,4.0000,family,25
ms,au,2021-11-22,3.0000,2 person,10387
ms,de,2021-11-22,2.0000,2 person,567
ms,us,2021-11-22,5.0000,family,228
dn,us,2021-11-22,3.0000,2 person,9083
dn,nl,2021-11-22,4.0000,family,21
dn,nl,2021-11-22,4.0000,2 person,95
ms,se,2021-11-22,3.0000,2 person,87
dn,au,2021-11-22,6.0000,2 person,1208
dn,us,2021-11-22,6.0000,2 person,1136
ms,be,2021-11-22,4.0000,2 person,417
ms,au,2021-11-22,6.0000,2 person,419
ms,us,2021-11-22,2.0000,family,1965
ms,de,2021-11-22,6.0000,2 person,179
dn,au,2021-11-22,6.0000,family,858
dn,nl,2021-11-22,5.0000,2 person,51
ms,dk,2021-11-22,3.0000,family,79
ms,be,2021-11-22,3.0000,2 person,1568
ms,nl,2021-11-22,2.0000,family,392
dn,de,2021-11-22,4.0000,2 person,373
ms,se,2021-11-22,4.0000,2 person,59
dn,nl,2021-11-22,3.0000,2 person,223
ms,at,2021-11-22,4.0000,family,50
ms,be,2021-11-22,2.0000,family,159
ms,us,2021-11-22,3.0000,family,1562
ms,at,2021-11-22,2.0000,family,43
ms,at,2021-11-22,2.0000,2 person,78
ms,be,2021-11-22,4.0000,family,131
dn,us,2021-11-22,5.0000,2 person,1399
ms,at,2021-11-22,6.0000,2 person,23
ms,be,2021-11-22,6.0000,2 person,35
ms,au,2021-11-22,2.0000,2 person,3490
ms,de,2021-11-22,3.0000,family,589
dn,us,2021-11-22,4.0000,2 person,2888
ms,be,2021-11-22,5.0000,2 person,103
dn,us,2021-11-22,6.0000,family,596
ms,us,2021-11-22,4.0000,family,648
ms,at,2021-11-22,3.0000,2 person,488
ms,au,2021-11-22,2.0000,family,1513
dn,au,2021-11-22,5.0000,2 person,3112
ms,de,2021-11-22,3.0000,2 person,4276
ms,nl,2021-11-22,3.0000,family,886
ms,us,2021-11-22,2.0000,2 person,4336
ms,dk,2021-11-22,6.0000,2 person,1
ms,at,2021-11-22,3.0000,family,40
dn,us,2021-11-22,5.0000,family,490
ms,dk,2021-11-22,3.0000,2 person,211
dn,au,2021-11-22,5.0000,family,1212
ms,de,2021-11-22,4.0000,2 person,1204
ms,nl,2021-11-22,5.0000,2 person,291
ms,au,2021-11-22,3.0000,family,3062
ms,au,2021-11-22,5.0000,2 person,2211
dn,us,2021-11-22,3.0000,family,3046
ms,dk,2021-11-22,2.0000,family,23
ms,se,2021-11-22,2.0000,2 person,8
ms,us,2021-11-22,4.0000,2 person,2309
ms,nl,2021-11-22,4.0000,2 person,1223
dn,de,2021-11-22,3.0000,2 person,1066
ms,at,2021-11-22,4.0000,2 person,129
ms,us,2021-11-22,6.0000,2 person,755
ms,au,2021-11-22,5.0000,family,779
ms,us,2021-11-22,3.0000,2 person,6875
dn,de,2021-11-22,5.0000,family,107
ms,se,2021-11-22,6.0000,2 person,6
ms,us,2021-11-22,6.0000,family,246
ms,se,2021-11-22,3.0000,family,82
dn,nl,2021-11-22,3.0000,family,47
ms,dk,2021-11-22,2.0000,2 person,9
ms,nl,2021-11-22,3.0000,2 person,5229
dn,nl,2021-11-22,5.0000,family,27
ms,se,2021-11-22,5.0000,2 person,18
ms,nl,2021-11-22,6.0000,2 person,93
ms,au,2021-11-22,4.0000,family,1613
dn,de,2021-11-22,5.0000,2 person,363
ms,dk,2021-11-22,4.0000,2 person,72
dn,au,2021-11-22,4.0000,2 person,3856
ms,dk,2021-11-22,5.0000,2 person,18
dn,au,2021-11-22,3.0000,family,3549
dn,au,2021-11-22,4.0000,family,2134
dn,de,2021-11-22,3.0000,family,244
ms,nl,2021-11-22,2.0000,2 person,254
ms,at,2021-11-22,5.0000,2 person,68
ms,be,2021-11-22,2.0000,2 person,100
dn,de,2021-11-22,4.0000,family,82
ms,be,2021-11-22,3.0000,family,255
ms,de,2021-11-22,4.0000,family,420
ms,de,2021-11-22,2.0000,family,492
ms,au,2021-11-22,4.0000,2 person,4623
dn,au,2021-11-22,3.0000,2 person,8215
ms,nl,2021-11-22,4.0000,family,303
dn,us,2021-11-22,4.0000,family,1035
ms,us,2021-11-22,5.0000,2 person,727
ms,se,2021-11-22,2.0000,family,11
ms,de,2021-11-22,5.0000,2 person,475
ms,dk,2021-11-22,4.0000,family,38
ms,se,2021-11-22,4.0000,family,52
dn,us,2021-11-15,4.0000,family,1400
dn,nl,2021-11-15,5.0000,family,29
ms,be,2021-11-15,2.0000,2 person,99
ms,dk,2021-11-15,3.0000,2 person,223
ms,dk,2021-11-15,2.0000,2 person,14
ms,au,2021-11-15,5.0000,family,835
ms,dk,2021-11-15,6.0000,2 person,1
ms,us,2021-11-15,4.0000,2 person,3451
ms,at,2021-11-15,3.0000,2 person,479
dn,au,2021-11-15,3.0000,2 person,8594
ms,us,2021-11-15,2.0000,2 person,6516
ms,at,2021-11-15,2.0000,2 person,78
ms,us,2021-11-15,3.0000,family,2478
ms,au,2021-11-15,4.0000,2 person,4767
dn,au,2021-11-15,5.0000,family,1313
ms,us,2021-11-15,2.0000,family,3069
dn,us,2021-11-15,5.0000,family,646
dn,us,2021-11-15,6.0000,2 person,1246
ms,au,2021-11-15,2.0000,family,1427
ms,dk,2021-11-15,4.0000,2 person,70
dn,nl,2021-11-15,5.0000,2 person,55
dn,nl,2021-11-15,4.0000,family,17
dn,de,2021-11-15,4.0000,2 person,376
ms,dk,2021-11-15,2.0000,family,29
dn,de,2021-11-15,5.0000,family,101
dn,us,2021-11-15,3.0000,family,4513
ms,au,2021-11-15,6.0000,2 person,433
ms,se,2021-11-15,2.0000,2 person,8
ms,be,2021-11-15,6.0000,2 person,39
ms,be,2021-11-15,5.0000,2 person,89
ms,se,2021-11-15,3.0000,family,80
ms,au,2021-11-15,3.0000,family,3145
ms,at,2021-11-15,4.0000,2 person,128
ms,at,2021-11-15,4.0000,family,50
dn,us,2021-11-15,5.0000,2 person,1735
ms,at,2021-11-15,2.0000,family,43
ms,us,2021-11-15,5.0000,2 person,890
ms,nl,2021-11-15,3.0000,2 person,5257
ms,nl,2021-11-15,4.0000,family,317
ms,be,2021-11-15,3.0000,family,262
ms,dk,2021-11-15,3.0000,family,70
ms,au,2021-11-15,2.0000,2 person,3502
ms,at,2021-11-15,3.0000,family,52
ms,at,2021-11-15,6.0000,2 person,21
dn,us,2021-11-15,3.0000,2 person,13209
ms,se,2021-11-15,2.0000,family,12
dn,au,2021-11-15,4.0000,family,2179
dn,au,2021-11-15,6.0000,2 person,1306
ms,nl,2021-11-15,5.0000,2 person,293
dn,nl,2021-11-15,4.0000,2 person,105
dn,de,2021-11-15,3.0000,family,291
ms,de,2021-11-15,3.0000,2 person,4207
ms,dk,2021-11-15,5.0000,2 person,18
dn,nl,2021-11-15,3.0000,2 person,234
dn,de,2021-11-15,4.0000,family,79
ms,de,2021-11-15,4.0000,family,448
dn,us,2021-11-15,6.0000,family,769
ms,be,2021-11-15,4.0000,2 person,432
ms,us,2021-11-15,6.0000,family,216
ms,se,2021-11-15,4.0000,2 person,60
ms,us,2021-11-15,6.0000,2 person,651
ms,be,2021-11-15,2.0000,family,168
ms,de,2021-11-15,4.0000,2 person,1161
ms,se,2021-11-15,6.0000,2 person,2
ms,au,2021-11-15,5.0000,2 person,2325
dn,au,2021-11-15,6.0000,family,940
ms,at,2021-11-15,5.0000,2 person,61
ms,be,2021-11-15,3.0000,2 person,1594
ms,nl,2021-11-15,2.0000,family,390
dn,de,2021-11-15,5.0000,2 person,384
ms,nl,2021-11-15,6.0000,2 person,76
ms,us,2021-11-15,3.0000,2 person,11148
ms,us,2021-11-15,5.0000,family,270
ms,de,2021-11-15,5.0000,2 person,481
ms,nl,2021-11-15,2.0000,2 person,281
dn,au,2021-11-15,4.0000,2 person,4085
ms,be,2021-11-15,4.0000,family,131
dn,au,2021-11-15,5.0000,2 person,3214
ms,de,2021-11-15,3.0000,family,582
ms,au,2021-11-15,4.0000,family,1627
ms,au,2021-11-15,3.0000,2 person,10788
ms,se,2021-11-15,3.0000,2 person,93
ms,us,2021-11-15,4.0000,family,964
dn,de,2021-11-15,3.0000,2 person,1040
dn,us,2021-11-15,4.0000,2 person,3727
dn,au,2021-11-15,3.0000,family,3710
ms,de,2021-11-15,2.0000,family,519
